@relation 'project-crime-binary-weka.filters.supervised.instance.Resample-B0.0-S1-Z14.16-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R7,9,14,38,44-50,78,93,96,99-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-2,5-9,11-12,14,16,18-24,26-34,36,38-39,41-56,60-62,64-65,67-86'

@attribute pctBlack numeric
@attribute pctWhite numeric
@attribute medIncome numeric
@attribute pctWdiv numeric
@attribute pctPubAsst numeric
@attribute medFamIncome numeric
@attribute persPoverty numeric
@attribute pctMaleDivorc numeric
@attribute pctFemDivorc numeric
@attribute pctKidsBornNevrMarr numeric
@attribute pctPersOwnOccup numeric
@attribute pctPopDenseHous numeric
@attribute pctSmallHousUnits numeric
@attribute pctHousOwnerOccup numeric
@attribute pctHousWOphone numeric
@attribute Class {0,1}

@data
22.01,63.79,26547,34.15,6.18,30967,75597,13.32,16.63,4.94,57.17,7.88,58.08,54.53,9.28,0
30.12,69.31,20618,33.11,7.38,27041,1930,9.4,12.65,4,67.27,3.56,44.58,66.08,11.77,0
0.98,95.69,36855,48.99,5.38,41809,1706,9.83,12.48,3.33,71.84,2.15,44.85,67.5,1.22,0
2.17,74.65,41921,44.88,4.8,48604,10985,9.39,13,2.58,56.76,11.05,52.97,55.1,1.95,0
21.44,73.36,21077,42.63,6.55,31321,19860,7.94,12.54,8.01,50.9,4.91,52.33,47.1,5.89,0
23.5,68.77,25689,36.53,8.46,32128,3227,12.27,15.37,7.88,48.28,4.96,51.59,47.35,9.96,0
1.16,49.83,26622,27.74,8.48,29432,4323,10.57,14.41,8.19,62.85,11.96,44.47,60.53,14.59,0
29.05,61.48,20825,29.18,9.45,25559,13891,14.85,17.6,7.15,43.84,6.1,69.03,41.96,10.76,0
25.05,70.9,22772,32.56,9.46,27662,52557,15.01,18.14,7.25,57.93,6.03,59.72,55.46,10.12,0
8.87,79.67,37274,38.97,3.02,41174,14062,10.17,15.23,2.5,65.52,6.42,34.26,64.24,4.42,0
11.76,59.82,28377,31,10.45,32701,6287,9.65,13.59,8.26,42.53,11.27,60.06,42.03,9.83,0
24.88,74,25910,29.87,9.19,31205,7622,11.66,14.8,5.9,59.56,3.46,50.11,58.23,5.99,0
0.22,91.62,22806,40.79,9.64,29345,4028,11.44,15.66,1.63,58.17,4.2,54.22,55.13,5.29,0
3.01,84.98,31665,36.59,5.13,37086,16756,11,15.37,2.97,65.58,6.15,48.69,62.1,5.96,0
17.94,80.92,23038,35.87,6.08,29191,1549,12.81,15.86,3.52,57.1,2.63,56.13,56.63,7.31,0
47.44,50.33,19955,24.37,13.12,23685,7269,10.48,15.06,9.21,38.65,3.85,47.25,40.15,8.31,0
3.44,95.17,35483,36.51,2.82,40271,539,10.18,13.96,0.32,67.78,1.32,42.81,64.04,2.59,0
0.21,98.5,39683,60.12,2.45,45494,479,7.72,8.31,1.02,71.81,0.95,41.79,62.58,1.28,0
0.49,97.62,28989,47.82,5.64,34563,1103,8.94,12.68,1.65,71.96,1.34,45.78,68.38,2.72,0
0.82,91.82,19042,39.4,9.59,23699,5980,15.48,17.92,1.57,53.52,2.33,56.99,50.37,6.53,0
14.97,81.13,28282,41.48,8.61,34985,18127,11.15,14.27,5.7,64.07,2.56,50.02,59.63,5.67,0
4.28,75.25,21748,36.28,6.58,27208,79287,11.94,16.19,4.29,55.14,7.3,62.99,51.44,6.88,0
0.22,96.44,21557,39.63,8.63,26595,3048,13.54,17.1,2.82,55.05,3.51,57.1,53.72,6.96,0
0.67,89.1,23462,39.17,7.57,30705,11044,9.55,12.5,2.67,57.84,3.76,47.95,53.86,5.96,0
33.95,63.88,29184,38.73,5.02,36678,20214,10.3,14.13,5.86,57.33,2.37,50.51,53.67,4.26,0
59.63,39.76,18060,20.33,18.48,23068,14232,11.72,14.97,12.32,57.98,9.73,45.71,58.32,11.02,0
34.1,64.19,22661,34.55,8.85,32323,10700,7.53,11.16,9.77,45.51,3.64,55.03,42.12,6.82,0
35.16,63.62,23963,36.16,8.39,30997,9605,12.41,15,9.15,48.94,2.92,58.59,46.79,9.05,0
1.89,82.45,23258,34.4,10.28,28495,1680,10.96,13.25,1.84,66.4,4.87,47.7,62.56,6.75,0
59.17,40.18,15938,22.11,21.1,21311,6923,11.86,15.12,13.82,47.94,9.89,58.6,48.81,14.94,0
43.14,56.11,18683,25.42,11.17,23415,4437,11.87,13.7,9.7,47.21,4.79,58.31,48.8,15.5,0
42.19,49.31,18548,28.39,11.56,23155,16344,12.31,15.36,3.93,66.27,6.47,56.65,65.01,9.37,0
7.98,89.38,32615,54.7,6.23,42345,2567,9.85,13.98,1.41,70.2,1.35,43.47,66.51,3.73,0
34.09,62.72,17344,23.46,12.79,21570,4907,16.1,17.88,8.32,51.18,8.22,59.78,50.98,10.7,0
15.3,60.09,28183,37.13,16.16,33087,62232,13.6,17.85,5.53,52.57,8.54,57.08,51.32,3.68,0
8.08,88.65,30534,46.51,9.15,37427,3228,9.91,14.25,4.64,43.35,1.45,52.94,41.6,3.64,0
14.17,84.01,20841,49.5,4.44,26931,4904,12.24,11.41,4.06,63.69,4.73,89.98,66.78,3.89,0
7.32,91.93,22886,35.15,10.72,28117,10179,12.24,16.13,3.33,62.35,2.57,53.3,60.5,6.79,0
26.41,68.87,36879,52.08,5.88,44988,996,12.24,14.16,5.69,52.64,3.29,61.58,47.49,4.27,0
15.37,83,25007,37.54,5.61,31552,1437,11.03,15.79,3.43,62.05,1.37,52.49,59.99,6.61,0
6.34,92.68,20095,37.43,11.13,25589,3349,10.34,12.44,2.46,69.96,2.42,55.09,66.85,7.01,0
1.39,95.12,33120,49.22,6.08,43414,726,8.86,12.3,2.09,63.37,2.11,43.32,60.32,1.28,0
17.84,80.61,31448,36.9,5.11,35198,2175,8.42,12.9,2.84,65.22,3.04,39.92,59.67,6.76,0
33.9,63.88,17826,33.95,7.7,27707,5036,5.4,9.28,8.68,53.9,3.42,50.28,49.81,8.41,0
2.34,96.52,18829,36.36,8.23,26723,3575,8.52,13.64,1.42,63.75,1.64,57.47,59.64,11.37,0
79.99,15.08,23201,15.59,20.55,26531,7486,13.56,18.64,14.17,60.6,11.29,46.19,58.83,15.23,0
2.56,81.68,21870,34.5,10.49,25231,9386,10.89,14.96,3.18,69.19,7.01,44.06,69.08,11.34,0
1.32,88.01,18627,26.62,9.56,24212,1718,17.72,18.75,3.48,40.33,6.11,72.63,38.91,7.08,0
9.83,61.8,36058,36.57,10.03,40182,10640,11.27,15.29,3.74,52.92,11,56.35,51.52,2.23,0
0.16,75.37,17489,27.75,16.45,19304,10670,4.96,9.58,1.85,70.55,21.68,59.38,71.55,11.46,0
28.48,69.97,29683,46.49,5.48,35559,11295,13.75,14.77,8.12,62.26,7.58,75.84,63.26,6.32,0
10.48,88.94,22085,32.39,9.94,28359,4326,11.55,15.56,3.56,61.31,2.19,57.53,58.26,9.59,0
52.88,46.59,18499,24.1,13.17,21753,3699,11.55,16.06,9.53,50.62,5.05,46.78,52.29,12.61,0
34.85,63.24,21205,29.46,9.21,26046,2964,11.57,16.22,6.9,59.14,3.49,44.22,58.52,10.51,0
0.88,87.54,20674,29.57,9.49,25501,1962,12.29,16.67,3.04,53.3,7.22,55.45,52.5,9.53,0
1.16,92.53,54497,51.8,1.98,65085,1010,13.74,15.09,2.07,45.7,2.25,70.99,40.85,0.58,0
16.84,72.98,26336,37.57,10.26,31274,3702,10.97,15.27,7.02,38.86,4.5,62.46,36.91,6.34,0
1.39,64.47,21198,24.13,19.58,23858,3503,8.01,14.23,6.19,53.25,19.34,59.41,55.86,4.72,0
0.65,96.03,47513,46.17,2.78,53178,414,7.69,9.96,1.14,81.04,1.64,35.36,70.93,1.26,0
40.76,53.02,41187,39.28,6.29,47018,1251,7.02,10.4,5.45,77.43,3.95,37.67,74.29,1.95,0
35.62,57.31,24584,22.66,8.55,25521,3748,7.76,13.42,4.99,46.11,6.22,40.94,43.88,3.76,0
7.45,78.71,22807,32.64,9.37,25757,7106,9.89,13.74,3.27,66.82,8.87,45.45,66.04,15.9,0
5.52,78.97,34873,42.29,8.82,34321,5363,8.39,11.77,8.88,21.8,6.17,82.19,21.63,4.91,0
2.88,84.9,55333,70.39,3.26,68790,2561,9.34,14.99,0.88,62.42,2.5,48.74,56.74,0.67,0
21.26,75.56,25268,28.1,8.51,30513,4004,11.77,14.76,4.57,64.63,7.05,49.11,65.81,13.03,0
27.1,69.88,18748,29.88,19.13,23246,9615,15.15,17.31,9.06,57.14,3.92,57.43,54.64,10.57,0
15.46,83.11,15708,31.27,9.5,21704,7781,13.77,16.04,3.16,60.79,2.35,61.35,59.86,10.9,0
28.09,52.69,26261,32.14,7.06,30248,332974,12.72,17.35,6.91,47.55,11.72,62.65,44.59,8.45,0
7.75,82.35,27483,24.45,4.36,33019,1010,15.78,19.66,1.48,41.21,6.21,63.21,36.22,4.5,0
0.28,79.3,22253,45.57,8.52,25389,2914,6.73,9.08,3.68,61.18,11.68,65.56,68.16,6.33,0
1.06,31.19,23595,13.16,13.83,24268,13508,6.02,12.1,10.6,30.11,54.84,84.83,28.47,8.09,0
24.42,72.64,32295,44.7,4.66,39961,18093,10.06,13.84,3.51,63.99,2.74,41,59.76,4.74,0
22.64,76.02,23695,41.48,6.38,30046,3238,11.72,15.42,4.71,59.41,3.75,65.15,57.18,8.08,0
0.58,95.34,29887,44.45,5.12,35162,4557,9.58,12.61,0.96,69.71,3.28,43.24,64.81,4.79,0
43.88,32.47,27095,33.89,17.81,31755,68781,13.22,17.89,10.31,44.5,12.23,69.72,41.62,4.82,0
22.38,76.08,29083,37.33,6.01,35039,90608,12.77,16.24,6.06,61.69,2.47,52.98,56.84,5.6,0
4.03,54.48,25976,22.47,11.32,26925,7652,8.95,14.28,5.82,47.52,29.63,64.35,49.04,7.05,0
23.79,74.89,21766,37.17,9.18,26700,8116,13.2,16.4,6.17,58.08,5.19,54.84,57.17,7.77,0
5.03,72.73,42431,52.82,4.05,48960,4157,12.62,17.16,2.56,38.26,8.6,70.35,37.75,1.05,0
70.08,22.43,30529,25.34,11.57,35806,7500,11.68,14.82,14.4,39.19,10.14,70.23,32.44,7.15,0
2.4,82.55,22189,37.63,11.54,27723,10742,12.05,16.22,3.64,54.65,6.81,56.36,53.29,7.59,0
17.67,80.17,20830,31.72,16.76,25355,9058,15.04,18.69,6.57,58.67,2.4,48.01,55.81,9.45,0
1.18,82.52,27293,33.57,13.48,31592,5443,9.03,13.66,2.66,53.58,10.34,50.77,52.53,2.93,0
40.25,59.13,21063,29.84,11.81,26466,9796,11.2,15.26,8.67,58.38,2.53,47.95,55.91,6.98,0
16.99,79.42,25009,32.39,4.62,28163,3218,9.11,13.02,2.95,46.4,4.1,41.19,47.11,7.83,0
24.35,72.75,28513,33.84,6.33,33548,83815,12.64,16.5,4.35,64.77,4.33,45.81,61.98,6.15,0
26.68,67.65,25698,31.66,6.49,27144,3486,7.75,14.14,3.02,49.5,4.64,42.37,48.65,6.79,0
0.55,98.08,31583,50.8,7.3,37155,4262,9.75,12.44,1.55,70.08,1.39,42.12,65.56,2.7,0
14.59,84.78,22476,35.11,8.54,31201,2131,10.41,13.05,2.83,70,2.13,44.52,67.61,8,0
1.31,94.6,32014,26.75,3.88,34788,983,8.18,14.12,1.22,80.63,4.96,21.36,82.33,5.08,0
0.96,96.08,26109,43.76,5.48,30542,3948,11.5,14.6,1.04,72.75,2.63,67.04,73.64,4.06,0
21.6,69.23,30967,38.63,8.35,37198,9419,9.35,11.67,5.39,66.48,5.28,50.45,63.11,5.11,0
2.13,95.03,19420,37.98,10.32,25165,6708,11.87,15.56,1.78,62.74,1.74,57.54,60.38,7.1,0
18.75,77.28,23207,40.35,13.37,29869,18621,10.26,13.6,9.05,50.72,3.25,55.9,47.36,6.94,0
39.05,56.74,23563,29.49,9.33,26818,43944,10.78,15.33,9.62,44.52,5.32,57.54,44.02,10.51,0
1.24,90.49,37840,45.03,5.13,43096,2093,6.46,9,1.62,53.77,3.87,56.26,49.6,1.92,0
0.34,94.54,23887,30.39,13.66,28750,2334,15.51,18.98,5.42,54.03,5.2,55.85,53.12,8.48,0
18.08,77.42,30389,33.91,5.77,34436,10146,10.51,15.02,4.13,64.07,5.76,40.31,58.83,4.28,0
10.64,88.59,15508,26.21,20.89,21281,3396,10.99,14.31,3.59,61.26,3.47,51.38,61.43,12.18,0
1.13,89.89,28261,38.32,8.95,35024,5814,11.21,15.31,2.54,57.48,4.49,48.91,53.08,4.16,0
1.47,74.77,29463,36.94,13.96,32662,13075,9.68,14.69,3.73,60.41,8.84,44.8,60.51,2.9,0
5.59,92.94,25649,30.14,2.24,32919,903,13.18,17.29,2.38,47.84,1.7,65.02,42.9,6.37,0
58.46,28.62,21650,17.88,22.23,25816,70702,11.84,15.92,20,26.97,13.62,69.58,23.06,15,0
13.06,84.55,24644,36.61,4.77,31308,1472,10.23,12.6,2.85,65.54,3.35,48.6,65.54,8.18,0
4.43,94.82,22750,40.79,10.42,30279,6479,10.62,14.77,1.7,65.64,1.23,45.94,62.91,7.72,0
3.76,66.81,22053,27.66,12.75,26370,6602,7.62,11.54,2.81,59.67,9.87,52.72,56.92,14.06,0
57.78,41.56,18253,26.07,15.04,24466,6071,11.1,16.95,7.97,52.62,3.74,47.24,51.97,13.59,0
0.53,96.09,20905,41.01,12.76,26552,4450,10.51,13.37,2.57,66.06,1.1,48.92,61.19,3.59,0
0.1,96.78,25759,52.79,8.56,31354,2024,9.03,11.69,2.51,67.78,1.58,47.61,64.86,2.75,0
0.42,85.9,78965,69.27,1.53,87031,549,4.63,7.89,0.98,91.67,2.76,19.12,90.6,0,0
2.95,88.86,29426,46.22,5.84,34883,1492,10.33,14.7,1.96,54.86,3.16,50.66,50.45,1.88,0
17.13,72.81,23194,34.61,8.19,29872,8544,13.01,15.23,3.77,55.45,4.85,55.35,52.91,12.31,0
5.19,81.69,29291,35.42,5.79,34172,137406,12.74,16.68,4.43,62.27,7.26,52.01,59.12,7.07,0
27.19,70.8,23430,34.59,7.99,30957,19898,10,13.16,6.33,58.49,4.61,51.49,53.34,6.12,0
42.35,56.71,21851,27.54,11.51,27210,5282,12.14,15.79,8.48,48.63,4.87,53.51,48.8,12.32,0
0.7,95.77,53419,57.16,2.75,70219,1411,14.7,19.21,0.3,64.34,2.34,59.3,59.78,0.39,0
0.73,55.14,27980,33.42,12.2,31160,4658,7.69,12.68,4.52,42.35,26.49,71.81,47.82,3.39,0
21.82,75.5,21881,34.9,9.39,26629,6571,13.01,16.99,3.98,59.49,3.54,49.1,58.3,8.75,0
23.62,75.32,23958,34.47,7.4,30185,10386,13.03,16.32,5.46,61.24,3.08,47.34,58.88,6.72,0
3.29,95.65,26877,52.16,3.69,35268,1686,12.04,14.93,1.33,62.34,2.24,65.76,62.11,6.3,0
1.04,93.15,34054,50.72,3.42,40231,9348,12.52,17.24,1.73,64.6,1.97,47.08,60.5,2.4,0
14.11,79.77,29211,46.58,7.14,35996,6939,7.12,9.66,5.11,63.98,5.53,61.37,65.4,3.55,0
20.89,78.4,17196,33.74,12.47,23665,6305,12.9,16.26,4.8,57.17,1.81,57.42,54.38,10.13,0
12.24,70.87,22210,35.4,13.56,27002,11059,12.45,16.39,11.97,48.17,5.3,50.02,47.2,7.75,0
17.85,74.61,26339,38.46,13.1,31587,23773,12.84,17.48,6.94,58.32,3.38,51.63,55.41,5.79,0
0.12,70.83,18395,18.24,16.71,19910,45126,6.18,10.95,2.8,61.58,26.43,53.73,58.96,12.42,0
47.33,51.21,24601,25.79,10.41,28517,17920,12.47,16.3,7.93,56.28,4.27,50.04,55.87,9.86,0
69.94,28.02,13778,13.05,30.57,16038,4605,17.1,19.22,17.16,54.03,6.61,54.56,55.53,15.53,0
38.54,58.59,26722,39.13,4.66,31847,5069,10.82,14.91,7.09,57.49,7.13,75.47,57.89,3.3,0
48.1,51.62,16997,27.96,15.06,20873,5559,11.48,14.38,9.97,59.89,4.89,40.02,60.85,12.72,0
0.97,65.02,22168,29.02,20.78,25268,7593,9.95,15.29,5.49,53.22,14.05,52.35,55.49,6.27,0
8.04,86.58,51035,62.37,2.67,59807,871,5.51,9.18,2.18,75.94,1.21,36.04,72.25,0.18,0
1.24,92.04,27785,51.32,6.88,36784,4316,13.49,17.69,2.66,57.55,2.49,55.81,52.02,2.81,0
5.58,93.87,43148,68.55,2.61,58498,1194,8.59,10.01,0.89,79.16,1.38,57.29,78.44,2.16,0
27.56,71.41,20213,36.06,9.09,24225,2854,12.45,15.62,5.39,54.11,4.16,62.53,57.67,10.13,0
0.14,92.8,27373,47.93,5.67,34801,1290,8.27,10.83,2.56,68.16,2.25,47.05,60.6,6.87,0
0.67,98.16,24051,34.91,10.26,30903,5231,11.24,13.01,2.55,53.25,1.41,55.33,47.03,6.29,0
4.64,88.62,36006,35.3,1.81,41381,2782,10.89,14.31,1.68,57.74,4.74,46.59,51.87,4.37,0
0.93,93.01,19413,27.4,12.29,23226,2477,9.99,14.66,3.39,64.79,5.35,47.69,62.76,10.78,0
72.13,26.56,21309,21.44,12.38,27243,7359,14.18,16.86,12.99,52.43,4.3,52.56,50.86,14.22,0
0.11,83.58,57309,65.84,1.53,62419,246,3.09,5.49,0.13,96.12,1.32,16.48,96,0.34,0
33.98,64.68,26889,37.56,5.67,34347,25193,11.93,16.45,6.51,61.04,3.06,49.15,56.21,5.86,0
0.33,89.29,30739,37.22,12.37,35795,6284,12.07,15.13,2.8,54.04,8.64,53.68,54.3,3.46,0
0.21,75.81,16553,18.27,21.11,18581,7361,7.03,12.77,2.85,66.89,22.87,58.49,67.22,23.63,0
13.68,58.38,31938,35.44,11.35,36305,69694,11.64,15.94,7.4,40.03,16.49,74.38,40.96,4.28,0
20.9,76.03,24131,39.12,8.37,29576,14854,11.33,14.42,6.06,68.59,2.45,48.64,65.94,5.03,0
19.9,76.64,25377,35.98,6.11,30956,11637,11.63,15.07,3.31,60.31,4.19,48.1,58.12,9.08,0
13.99,52.83,30925,33.34,10.68,34364,643809,9.92,14.61,9.32,40.31,22.26,72.02,39.42,4.11,0
2.94,83.48,41922,54.64,5.21,53778,3815,11.39,16.53,3.22,55.95,5.93,54.01,54.47,1.42,0
2.39,81.07,29351,33.27,14.64,35138,17900,9.04,12.51,5.62,44.59,6.65,57.63,41.89,5.04,0
8.56,77.63,24130,35.78,6.42,30826,34593,8.85,12.98,2.96,59.83,6.6,50.91,55.25,7.94,0
16.22,81.99,24884,45.23,5.56,30236,6500,15.18,17.66,4.87,55.93,3.95,70.12,56.88,7.96,0
30.39,56.66,19030,23.83,17.99,24211,5235,10.4,15.84,7.69,56.76,3.81,43.33,56.42,10.14,0
8.06,83.06,28553,33.78,13.4,35830,12756,10.18,13.68,6.26,51.31,4.28,62.17,46.2,5.22,0
1.96,88.49,30512,40.88,6.49,35771,2621,12.81,17.99,2.44,53.49,4.88,56.17,49.48,2.69,0
0.7,97.58,33791,35.63,3.67,36561,1336,9.93,11.83,1.54,84.31,2.47,28.11,83.56,2.88,0
7.51,90.43,31250,37.63,8.71,35327,1831,12.08,15.54,3.72,69.44,4.16,44.94,63.86,2.96,0
9.63,57.54,26876,29.84,21.3,30315,43990,11.45,15.18,5.48,46.39,16.76,57.29,48.48,4.84,0
12.99,86.4,21468,35.17,10.34,28372,2893,11.02,14.61,3.07,67.51,1.78,49.23,65.28,10,0
20.33,74.98,21242,37.23,12.75,28012,34402,10.68,13.38,10.32,45.25,2.72,53.58,41.06,8.54,0
0.69,96.26,22476,48.33,7.26,31471,7036,4.9,7.64,2.31,55.78,2.85,53.51,51.45,2.01,0
31.53,61.09,22785,34.45,16.52,27675,52237,13.21,16.76,14.34,48.42,2.93,53.97,44,7.79,0
28.71,52.26,29823,35.38,13.12,34360,1384994,9.13,14.02,10.5,31.59,12.3,73.76,28.64,7.33,0
2.52,94.39,37856,51.08,4.87,43154,1874,8.23,11.14,2.71,80.79,1.43,42.87,75.86,0.35,0
20.53,76.27,27371,33.01,4.61,33434,6079,13.6,18.69,4.22,36.49,2.89,68.63,33.44,5.74,0
0.51,95.73,22194,53.59,7.35,30450,4265,5.65,7.78,1.76,53.51,1.96,50.04,51.58,2.55,0
18.72,76.46,33527,40.62,9.94,38404,1431,9.46,14.62,7.51,69.53,4.92,35.78,68.77,4.73,0
25.13,69.39,21219,33.33,10.86,31544,6024,7.96,9.63,9.82,37.88,6.96,67.94,33.69,4.9,0
36.84,62.7,22446,35.91,8.64,29604,2504,11.15,15.14,7.8,63.12,2.44,47.1,60.67,6.58,0
5.17,80.38,21529,30.67,18.25,26429,1950,15.83,19.78,4.95,44.29,5.92,61.64,43.59,6.67,0
0.34,70.94,22068,28.16,13.98,23809,27236,6.58,11.31,3,62.3,19.57,54.53,60.29,9.58,0
46.2,53.46,14579,24.86,16.06,18239,4248,9.99,15.05,10.71,59.48,4.17,41.2,61.56,10.46,0
0.17,94.76,23206,37.64,6.7,29169,3876,10.58,14.3,1.28,65.15,3.57,47.99,62.76,8.53,0
1.79,89.37,35237,48.86,7.34,41148,9269,11.28,17.19,2.04,58.49,4.29,50.71,57.87,1.62,0
9.5,87.42,25893,41.44,4.5,31633,7475,12.08,15.34,3.3,61.09,2.73,52.29,58.08,5.4,0
0.96,91.35,37315,50.35,2.91,45832,1643,11.15,16.12,1.71,63.81,4.4,57.89,63.9,0.72,0
23.06,70.73,42748,51.96,4.42,49718,1116,11.17,14.65,6.08,43.15,5.27,62.26,37.6,2.1,0
1.2,94.56,21392,53.73,6.35,31331,3066,4.27,6.21,2.52,45.57,2.54,54.17,44.64,1.36,0
7.85,63.76,25773,31.57,6.59,29920,4304,10.69,13.75,2.04,54.83,13.65,53.37,55.23,12.95,0
31.74,67.21,19016,25.23,9.36,25285,5526,12.11,16.16,7.02,60.14,3.94,51.85,59.4,7.8,0
18.85,69.02,19507,29.34,11.68,24733,8214,12.47,16.01,4.29,64.73,2.72,50.87,63.75,10.98,0
0.63,97.64,30535,55.18,6.35,39609,1281,5.69,8.1,2.51,57.57,1.75,52.35,50.99,1.73,0
9.31,88.42,33817,52.19,3.1,39435,1233,9.74,10.84,1.14,76.26,0.83,34.95,71.17,0.85,0
27.36,70.32,24712,32.14,6.77,27983,3303,12.87,17.18,8.47,39.47,2.61,50.1,40.07,10.53,0
20.39,76.19,41670,56.26,1.99,49597,1061,8.74,11.19,2.78,87.49,6.35,44.16,86.36,0.76,0
1.88,92.57,31461,42.04,3.84,38874,1264,12.79,15.08,1.13,66.7,11.7,55.77,63.55,4.38,0
0.97,83.73,28729,30.63,5.22,32371,16724,12.8,15.98,1.82,53.01,10.83,51.97,51.52,9.27,0
0.39,87.04,21183,30.03,9.85,23681,2446,13.58,16,2.57,44.3,7.67,67.16,40.5,7.58,0
16.27,77.07,27042,36.47,5.25,30909,5807,12.37,17.14,3.28,64.16,3.69,42.62,62.98,5.52,0
2.72,93.52,31103,41.08,4.69,35161,4498,9.7,12.84,2.5,73.05,2.55,48.64,67.43,1.71,1
8.54,59.78,42481,36.51,7.88,46081,7347,8.68,13.47,3.59,68.25,13.19,39.81,66.66,1.87,1
15.21,81.25,25393,54.93,5.79,36693,1406,5.38,7.16,6.54,37.83,1.47,61.49,36.39,4.56,1
3.37,93.69,54005,62.84,0.89,58426,459,4.49,6.49,0.46,90.14,0.32,16.48,85.79,0.39,1
3.27,86.84,24788,37.66,14,28992,4053,10.9,13.16,3.98,61.75,3.53,49.55,58.22,10.78,1
1.17,90.13,70919,53.94,1.58,76361,718,6.95,11.58,0.54,85.63,2.3,20.04,83.4,0,1
30.86,68.03,33273,46.54,8.48,40370,3008,9.51,12.91,4.59,67.6,2.84,37.26,66.18,6.41,1
6.04,82.74,24579,38.3,6.41,27875,3671,11.07,13.34,2.16,65.7,4.15,40.35,63.74,8.75,1
0.13,98.74,34337,53.95,4.52,38565,1025,7.2,9.66,1.42,68.84,1.51,39.8,62.96,1.46,1
1.68,96.72,35230,49.96,4.53,43081,1734,8.5,11.14,1.98,67.93,1.04,53.55,62.7,1.92,1
30.76,66.29,20078,32.17,17.71,26087,2143,8.7,12.46,8.1,59.58,3.06,41.68,57.75,11.94,1
0.06,99.21,25797,56.06,6.6,32055,863,6.08,8.37,0.87,80.28,0.94,38.26,74.48,1.5,1
0.17,98.04,53665,57.19,0.18,55955,193,5.53,6.77,0.48,92.43,0.93,20,89.42,0.93,1
1.09,97.64,27222,48.95,6.95,33282,1994,7.59,11.64,1.81,72.67,1.09,52.43,73.11,1.07,1
3.25,93.18,47869,42.76,1.82,49984,564,6.17,9.99,0.55,74.91,3.38,11.13,74.76,1.93,1
0.46,97.98,39925,57.59,3.5,45392,1000,7.15,8.87,0.56,90.63,1.18,23.62,87.19,0.77,1
0.98,93.7,32834,63.66,3.57,51381,1198,10.31,11.49,0.5,74.71,1.29,72.82,75.87,0.53,1
0.46,99.05,33219,54.61,3.73,36886,597,4.17,5.74,0.71,92.24,0.67,21.65,91,0.22,1
1.53,97.96,20695,37.76,11.6,26610,9218,8.95,11.97,3.16,69.29,1.07,37,66.08,3.84,1
0.05,97.69,29624,42.13,5.68,31851,1221,4.6,7.03,0.29,77.74,6.47,30.29,75.44,1.81,1
52.91,46.31,18593,21.96,19.29,22196,4808,11.08,15.36,13.87,54.79,7.25,46.81,53.24,11.84,1
0.69,98.39,37889,35.93,6.68,44554,918,9.25,11.78,2.63,63.07,1.67,48.23,57.59,2.65,1
1.28,73.45,38020,41.03,6.38,44224,5811,9.23,13.77,3.48,58.88,10.12,53.28,57.73,2.45,1
3.75,95.26,25026,37.18,9.85,29073,2884,10.1,12.92,2.31,66.43,1.64,41.16,65.88,8.18,1
14.2,84.87,23221,35.74,8.81,28901,10320,13.28,16.33,4.66,65.29,1.9,56.3,63.82,8.42,1
0.35,95.81,60374,57.59,2.07,81929,3731,12.77,16.08,0.92,60.89,1.62,51.8,55.76,0.45,1
0.84,95.04,61070,62.65,3.64,70757,854,4.58,7.71,1.03,82,0.58,28.03,74.58,0.43,1
2.18,93.98,49642,67.47,3.78,60518,2103,5.17,8.81,1.04,78.64,0.91,36.19,73.68,0.28,1
0.25,98.73,31689,47.47,5.2,34772,1022,7.24,10.19,1.19,82.86,1.49,26.22,83.73,2.27,1
9.04,81.98,33344,60.29,3.2,50192,15624,5.81,10.29,2.58,48.08,3.19,57.98,43.2,1.05,1
0.58,97.4,31289,42.64,5.62,38241,1393,11,13.91,3.24,64.26,3.02,53.73,56.26,2.25,1
0.5,97.77,53539,69.56,2.41,61180,164,3.82,8.59,0.39,87.81,0.48,25.82,84.01,0.22,1
1.37,90.67,59458,55.48,2.83,64486,1212,8.8,12.2,0.64,74.9,1.73,32.64,70.17,0.24,1
0.4,97.14,33118,40.61,5.87,37032,2270,9.92,12.65,1.76,73.72,2.36,43.1,70.69,2.87,1
0.25,96.43,32375,57.86,5.41,38250,3844,7.68,10.02,0.97,71.54,1.58,40.28,66.15,1.5,1
0.91,96.66,49981,52.57,2.3,53641,1198,5.82,9.34,1.25,89.78,1.25,25.94,87.38,0.31,1
3.86,86.76,34050,32.73,9.8,36439,4874,9.1,13.08,2.19,69.41,5.65,33.4,69.05,4.34,1
0.77,71.48,47347,58.06,3.58,57238,2501,7.68,11.51,0.89,67.04,6.06,48.6,61.57,0.42,1
25.66,73.09,16848,33.51,9.95,25598,2228,6.26,9.86,5.94,57.37,2.58,49.06,54.7,13.64,1
0.63,94.77,51331,64.26,1.71,60587,1788,5.79,8.48,0.83,80.24,1.03,40.99,72.59,0.45,1
1.34,95.19,43309,62.98,4.4,52749,2057,5.58,8.15,0.71,63.48,1.07,51.42,57.02,0.46,1
